title,year,country,director,genre,imdb_id
Я буду твоей,1947,США,Уильям Сайтер,романтическая комедия,tt0039484
Я буду танцевать,1962,СССР,Тофик Таги-Заде,"биографический фильм, музыкальный фильм",tt0350343
"Я буду рядом (фильм, 2012)",2012,"Россия, Украина",Павел Руминов,драма,tt2473746
Я буду плакать завтра,1955,США,Дэниэл Манн,"биографический фильм, драма, музыкальный фильм",tt0048191
Я буду жить (фильм),2022,Россия,Эдуард Бордуков,мелодрама,tt22642518
Я буду ждать…,1979,СССР,Виктор Живолуб,мелодрама,tt2034172
"Я боюсь (фильм, 1977)",1977,Италия,Дамиано Дамиани,криминальная драма,tt0076206
Я боролся с Эрнестом Хемингуэем,1993,США,Рэнда Хейнс,мелодрама,tt0108596
Я больше не буду (фильм),1975,СССР,Евгений Шерстобитов,"кинокомедия, мюзикл, фантастика, фильм-сказка, детский фильм",tt5313368
Я (фильм),2009,Россия,Игорь Волошин,драма,tt1388924
Я — это любовь,2009,Италия,Лука Гуаданьино,мелодрама,tt1226236
Я — четвёртый,2011,США,Ди Джей Карузо,"боевик, триллер, фантастика",tt1464540
Я — черноморец!,1944,СССР,"Владимир Браун, Александр Мачерет","военный,, драма,, героико-приключенческий",tt2651000
"Я — царь, я — раб, я — червь, я — Бог (фильм)",1915,Российская империя,Евгений Бауэр,драма,N/A
Я — Хортица,1981,СССР,Александр Игишев,"военный фильм, драма, детский",tt0240232
Я — Учитель,2016,Россия,Сергей Мокрицкий,"драма, военный",tt6073960
Я — Тянь-Шань,1972,СССР,Ирина Поплавская,мелодрама,tt7784908
Я — твой торт на день рождения,1995,Гонконг,Ип Ваймань,"мелодрама, комедия",tt0112590
Я — Сэм,2001,США,Джесси Нельсон,драма,tt0277027
Я — русский солдат,1995,Россия,Андрей Малюков,"драма, романтический фильм, военный фильм",tt0203217
Я — препод,2018,Индия,Сидхартх Малхотра,комедийная драма,tt6588966
Я — Нэнси,2011,США,Арлин Марихал,документальный,tt1536421
Я — Неро,2016,"Франция, Германия, Мексика, США",Рафи Питтс,драма,tt2249039
Я — начало,2014,США,Майк Кэхилл,"Фантастический фильм, Драма, Мелодрама",tt2884206
Я — миллиардер,2018,Италия,Даниэле Лукетти,"комедия, драма",tt6917314
Я — медведь,2023,Россия,Кирилл Кемниц,семейный фильм,tt27526510
Я — легенда (фильм),2007,США,Фрэнсис Лоуренс,"постапокалиптический, остросюжетный боевик",tt0480249
Я — кукла,2002,Россия,Юрий Кара,"боевик, драма",tt0467505
Я — Куба,1964,"СССР, Куба",Михаил Калатозов,драма,tt0058604
"Я — киборг, но это нормально",2006,Республика Корея,Пак Чхан Ук,"комедия, драма",tt0497137
Я — Карл,2021,Германия,Кристиан Швохов,драма,tt9205538
Я — капитан,2023,"Италия, Бельгия, Франция",Маттео Гарроне,драма,tt14225838
"Я — Иван, ты — Абрам",1993,"Франция, Беларусь",Йоланда Зоберман,драма,tt0107588
Я — Грета,2020,"Швеция, Германия",Натан Гроссман,документальный фильм,tt10394738
Я — вожатый форпоста,1986,СССР,Геннадий Полока,"детский фильм, исторический фильм, комедия",tt2912998
Я — Водолаз-2,1975,СССР,Владимир Хмельницкий,"драма, киноповесть",N/A
Я — бог,2009,Индия,Бала,"боевик, драма",tt1379228
Я — беглый каторжник,1932,США,Мервин Лерой,"криминальный, триллер",tt0023042
Я — актриса,1980,СССР,Виктор Соколов,биографический фильм,tt0232970
Я — «Берёза»,Нет данных,СССР,Дамир Вятич-Бережных,военная драма,tt5036358
Юха (фильм),1999,Финляндия,Аки Каурисмяки,"комедия, драма, мелодрама",tt0158692
Юхан-скиталец,2010,Норвегия,Грета Саломонсен,"детский, драматический, фильм",tt1230478
Юрьев день (фильм),2008,Россия,Кирилл Серебренников,драма,tt1227796
Юркины рассветы,1974,СССР,Николай Ильинский,Киноповесть,tt4840330
Юрка — сын командира,1984,СССР,Николай Лукьянов,драма,tt0264200
"Юрик. Дорога, не касаясь земли (фильм)",2023,"Украина, Эстония",Александр Тименко,драма,N/A
Юрий Носенко: двойной агент,1986,Великобритания,Мик Джексон,Нет данных,tt0092277
Юрий Гагарин (фильм),1969,СССР,Юрий Сальников,документальный,N/A
Юри Румм,1929,Эстония,Йоханнес Луп,комедия,tt0212268
Юра дворник,2023,Россия,Виталий Дудка,драмеди,tt24178392
Юппи-ду,1975,Италия,"Адриано Челентано, Мики Дель Прете","рок-мюзикл,, киноэссе, комедия, Поп, Рок",tt0168265
Юный экзорцист,1994,США,Грант Остин Уолдман,комедия,tt0111383
Юный Фриц (фильм),1943,СССР,"Григорий Козинцев, Леонид Трауберг","политическая, сатира",tt0319584
Юный Пьеро,1907,Франция,Сегундо де Шомон,драма,tt0449356
Юный преступник,1973,Гонконг,"Чжан Чэ, Гуй Чжихун","драма, боевик",tt0069959
Юный детектив,2020,Канада,Ивэн Морган,"комедийная драма, детектив",tt8980602
Юный гитлеровец Квекс,1933,Германия,Ханс Штайнхоф,драма,tt0024127
Юный Вертер,2024,Канада,José Lourenço,романтическая комедия,tt21857662
Юные сердца,2024,"Бельгия, Нидерланды",Энтони Схаттеман,история взросления,tt15245268
Юные дикари,1961,США,Джон Франкенхаймер,"криминальная, драма",tt0055633
Юные бизнесмены,1992,Канада,Жан Бодри,комедия,tt0105600
Юность поэта,1937,СССР,Абрам Народицкий,Биографический,tt0129654
Юность Петра,1980,"СССР, ГДР",Сергей Герасимов,"фильм-биография, исторический фильм",tt0171932
Юность наших отцов,1958,СССР,"Михаил Калик, Борис Рыцарев",героическая киноповесть,tt0052418
Юность Максима,1934,СССР,"Григорий Козинцев, Леонид Трауберг","драма, пропаганда",tt0027235
Юность командиров,1939,СССР,Владимир Вайншток,"пропагандистский фильм, псевдо-военный, приключения",tt22890090
Юность Виктора Варгаса,2002,США,Питер Соллетт,драма,tt0316188
Юность Бемби,1986,СССР,Наталья Бондарчук,"фильм, сказка, экранизация",tt0092275
Юности первое утро,1979,СССР,Давлатназар Худоназаров,"исторический фильм, драма, экранизация",tt0814406
Юнона и павлин,1929,Великобритания,Альфред Хичкок,драма,tt0021015
Юнион Пасифик (фильм),1939,США,Сесил де Милль,"драма, вестерн",tt0032080
Юнга со шхуны «Колумб»,1963,СССР,Евгений Шерстобитов,Приключенческий фильм,tt2061862
Юнга Северного флота,1973,СССР,Владимир Роговой,драма,tt0072433
Юнга (фильм),1994,США,Адам Резник,"комедия, мелодрама, музыкальный фильм",tt0109361
Юная любовь,2014,США,Джейкоб Майкл Келлер,Нет данных,tt4085020
Юнайтед (фильм),Нет данных,Великобритания,Джеймс Стронг,драма,tt1777034
Юморист (фильм),2018,"Россия, Латвия, Чехия",Михаил Идов,драма,tt7352942
Юмореска (фильм),1946,США,Жан Негулеско,"Мелодрама, Музыкальный фильм",tt0038622
Юлюс Янонис (фильм),1959,СССР,"Балис Браткаускас, Витаутас Дабашинскас","фильм-биография, историко-революционный",tt4924202
Юлька (фильм),1972,СССР,Константин Жук,мелодрама,tt4716784
"Юлия, Анна, Геновефа...",1967,ПНР,Анна Соколовска,психологическая драма,tt0063165
Юлия Икс,2011,США,П.Дж. Петтьетте,"ужасы, триллер",tt1533058
Юлия Вревская (фильм),1977,"СССР, Болгария",Никола Корабов,"фильм-биография, исторический, военный",tt0076946
Юлия возвращается домой,2002,Германия,Агнешка Холланд,ломтик жизни,tt0246719
"Юлий Цезарь (фильм, 2002)",Нет данных,"Нидерланды, Италия, Германия, США",Ули Эдель,"фильм-биография, исторический фильм, драма, пеплум, военный фильм",tt0284741
"Юлий Цезарь (фильм, 1953)",1953,США,Джозеф Манкевич,"драма, исторический",tt0045943
"Юлий Цезарь (фильм, 1908)",1908,США,"Джеймс Стюарт Блэктон, Уильям Рэноус","драма,исторический фильм",tt0000709
Юленька,2009,Россия,Александр Стриженов,фильм ужасов,tt1372747
Южный календарь,2010,Россия,Денис Карро,драма,tt3831854
Южное гостеприимство,1981,США,Уолтер Хилл,"боевик, триллер",tt0083111
Юдифь из Бетулии,1913,США,Дэвид Уорк Гриффит,"приключенческий фильм, фильм-биография, драма, исторический фильм, мелодрама",tt0004181
"Юдифь и Олоферн (фильм, 1929)",1929,Италия,Бальдассарре Негрони,пеплум,tt0018940
Юджени,1973,Лихтенштейн,Хесус Франко,"драма, триллер",tt0218181
"Юг (фильм, 2004)",2004,Нидерланды,Мартин Кулховен,драма,tt0350373
Юг Тихого океана (фильм),1958,США,Джошуа Логан,"мюзикл, мелодрама",tt0052225
"Юг (фильм, 1983)",1983,Испания,Виктор Эрисе,драма,tt0084740
Ювелирный магазин (фильм),1989,"Австрия, Канада, Италия, Германия",Майкл Андерсон,драма,tt0094787
Ювелир (фильм),2005,США,Уильям Тэннен,боевик,tt0432267
Юбилейные концерты Софии Ротару,2007,Россия,София Ротару,Музыкальный концерт,N/A
Юбилей прокурора,2003,Россия,Михаил Кокшенов,комедия,tt0386134
Юбилей Данте,1978,"СССР, Азербайджанская ССР","Гюльбениз Азимзаде, Анар","драма, мелодрама",tt1493313
Ю-571,2000,"Франция, США",Джонатан Мостоу,"военный фильм, драма",tt0141926
Эшелон из рая,1962,Чехословакия,Збынек Бриних,"драма,, военный",tt0056609
Эшелон доктора М.,1955,Югославия,Живорад «Жика» Митрович,"военный, драма",tt0172399
Эхо тёмной империи,1990,"Германия, Франция",Вернер Херцог,документальный фильм,tt0162941
Эшби (фильм),2015,США,Тони Макнамара,"комедия-драма, криминал",tt3774466
"Эхо любви (фильм, 1974)",1974,СССР,Болотбек Шамшиев,"киноповесть, экранизация",tt0174615
Эффи Брист Фонтане,1974,ФРГ,Райнер Вернер Фасбиндер,драма,tt0071458
"Эхо (фильм, 2008)",2008,США,Ям Ларанас,"фильм ужасов, драма, фильм о привидениях",tt0897347
Эффи (фильм),2014,Великобритания,Ричард Лэкстон,"драма, фильм-биография",tt1605798
Эффект спускового крючка,1996,США,Дэвид Кепп,триллер,tt0117965
Эффект Ромашкина,1973,СССР,Роман Гургенович Балаян,Нет данных,tt0170857
Эффект Марты Митчелл (фильм),2022,США,Anne Alvergue,документальный фильм,tt16379454
Эффект Лазаря (фильм),2015,США,Дэвид Гелб,фильм ужасов,tt2918436
Эффект Кориолиса (фильм),1994,США,Луис Веноста,"короткометражный, комедия, драма",tt0109481
Эффект колибри,2013,Великобритания,Стивен Найт,"боевик, триллер, драма",tt1893256
Эффект бабочки 3: Откровения,2009,США,Сет Гроссман,"драма, фантастика",tt1234541
Эффект бабочки 2,2006,США,Джон Леонетти,"фантастика, драма, триллер",tt0457297
Эффект бабочки (фильм),2004,США,"Эрик Бресс, Дж. Мэки Грубер","драма, психологический триллер, научная фантастика",tt0289879
Эфир (фильм),2018,"Польша, Украина, Литва, Венгрия, Италия",Кшиштоф Занусси,"фильм-триллер, драма",tt7368668
Этюды о Врубеле,1989,СССР,Леонид Осыка,"фильм-биография, исторический фильм",tt5735932
Этюды втроём,2009,Испания,Сальвадор Гарсия Руис,"эротическая, драма",tt1188985
"Этюд в багровых тонах (фильм, 1933)",1933,США,Эдвин Л. Марин,детектив,tt0024625
Эту пару создал Бог,2008,Индия,Адитья Чопра,"комедия, мелодрама",tt1182937
"Этторе Фиерамоска (фильм, 1938)",1938,Италия,Алесса́ндро Блазе́тти,"исторический, военный,, драма",tt0030107
Этруски убивают ещё,1972,"Италия, ФРГ, Югославия",Армандо Криспино,фильм ужасов,tt0068625
"Этот чёртов кот (фильм, 1965)",1965,США,Роберт Стивенсон,"комедия, детский фильм, экранизация романа",tt0059793
Этот счастливый народ,1944,Великобритания,Дэвид Лин,драма,tt0037367
Этот странный лунный свет,1987,СССР,Гунар Цилинский,"драма, экранизация",tt0301277
Этот смутный объект желания,1977,"Франция, Испания",Луис Бунюэль,"драма, комедия, притча",tt0075824
Этот проклятый бронепоезд,1978,Италия,Энцо Дж. Кастеллари,"приключенческий фильм, комедия",tt0076584
Этот поцелуй,2007,Австралия,Кайли Эдди,Мелодрама,tt1067928
Этот остров Земля,1955,США,"Джозеф М. Ньюман, Джек Арнольд","научная фантастика, ужасы",tt0047577
Этот новый мир,2021,Франция,Луи Гаррель,комедия,tt13846352
"Этот неловкий момент (фильм, 2015)",2015,Франция,Жан-Франсуа Рише,комедия-драма,tt2191765
"Этот неловкий момент (фильм, 2014)",2014,США,Том Гормикэн,"комедия, саундтрек",tt1800246
Этот негодяй Сидоров,1983,СССР,Валентин Горлов,комедия,tt0261681
Этот красавчик Браммелл,2006,Великобритания,Филиппа Лоуторп,"драма, исторический фильм",tt0788026
Этот замечательный мир,1939,США,В. С. ван Дайк,"криминальный фильм, комедия, мелодрама",tt0031500
"Этот жестокий, никчёмный парень",1972,Польша,Януш Насфетер,"психологическая, драма",tt0069356
Этот жестокий век,1957,"Франция, США, Италия",Рене Клеман,"драма, экранизация литературного произведения",tt0051400
Этот безумный круиз,2015,США,Майкл Гроссман,"комедия, семейный",tt4058572
Этому быть!,2021,"Франция, Швейцария","Александр Жольен, Бернар Кампан","комедийная драма, бадди-муви",tt13553662
Этой ночью,2021,США,Джеймс Демонако,драма,tt7743120
Этой ночи жена,1930,Япония,Ясудзиро Одзу,драма,tt0021406
"Это, блин, рождественское чудо",2014,США,Тристрам Шапиро,"комедия, драма",tt0910885
Это Элвис (фильм),1981,США,"Малкольм Лео, Эндрю Солт","фильм-биография, документальный фильм, музыкальный фильм, Саундтрек",tt0083193
"Это убийство, моя милочка",1944,,Эдвард Дмитрык,Фильм нуар,tt0037101
Это убийство,1977,США,Сэм Рэйми,комедия,tt0076216
Это старое чувство,1997,США,Карл Райнер,"комедия, драма",tt0120318
Это случилось однажды ночью,1934,США,Фрэнк Капра,"романтическая комедия, роуд-муви, комедия о возобновлении брака",tt0025316
Это случилось на Пятой авеню,1947,США,Рой Дель Рут,романтическая комедия,tt0039502
Это случилось завтра,1944,США,Рене Клер,"фэнтези, флешбэк-фильм, комедия, драма",tt0036962
Это случилось на Всемирной выставке,1963,США,Норман Таурог,"комедия, мюзикл, мелодрама",tt0057191
Это случилось в полночь,1957,США,Джозеф Певни,Фильм нуар,tt0050704
Это случилось в милиции,1963,СССР,Виллен Азаров,драма,tt0057046
Это случается только с другими,1971,"Франция, Италия",Надин Трентиньян,драма,tt0068026
Это сладкое слово — свобода!,1972,СССР,Витаутас Жалакявичюс,драма,tt0199503
Это сильнее меня,1973,СССР,Фёдор Филиппов,мелодрама,tt0314037
Это свободный мир,2007,"Великобритания, Италия, Германия, Испания, Польша",Кен Лоуч,драма,tt0807054
Это развод!,2009,США,Шерил Хайнс,комедия,tt1133993
Это пришло с небес,Нет данных,"США, Канада",Джек Бендер,драма,tt0130036
Это прибыло со дна моря,1955,США,Роберт Гордон,"научно-фантастический, фильм ужасов",tt0048215
Это очень забавная история,2010,США,"Анна Боден, Райан Флек","драма, комедия",tt0804497
Это особенное лето,2007,"Швеция, Финляндия",Нанна Хуолман,драма,tt0847183
Это неопределённое чувство,1941,США,Эрнст Любич,романтическая комедия,tt0034274
"Это не я, это другой (фильм, 2004)",2004,"Канада, Франция, Великобритания",Ален Залум,комедия,tt0428287
"Это не я, это — он!",1980,Франция,Пьер Ришар,комедия,tt0078923
Это не я,2024,Франция,Леос Каракс,"драма, биография",tt27989261
Это не шутка,1976,ГДР,Клаус Добберке,драма,tt0388173
Это не фильм,2011,Иран,"Джафар Панахи, Моджтаба Миртахмасб",документальный фильм,tt1667905
"Это не похороны, это — воскресение",2019,Лесото,Lemohang Jeremiah Mosese,драма,tt10849514
Это не может случиться здесь,1950,Швеция,Ингмар Бергман,триллер,tt0043019
Это не Леди Гага,2011,США,Аксель Браун,"порнографический фильм, порнопародия, комедия",tt2281539
Это не должно повториться,1965,ГДР,"Андре Торндайк, Аннели Торндайк",документальный фильм,tt0167128
Это не Аватар,2010,США,Аксель Браун,"научно-фантастический фильм, порнофильм, порнопародия",tt1733302
Это начиналось так...,1956,СССР,"Яков Сегель, Лев Кулиджанов",драма,tt0049191
Это началось в Неаполе,1960,США,Мелвилл Шавельзон,комедия,tt0053957
Это началось в Альпах,1967,Япония,Кэнго Фурусава,драма,tt0203006
"Это мы, Господи! (фильм)",1990,СССР,Александр Итыгилов,"военный фильм, драма",tt2072961
Это мы не проходили,1975,СССР,Илья Фрэз,Киноповесть,tt0072955
Это моя собака,2012,"Россия, Украина",Александр Итыгилов-младший,мелодрама,tt10783582
Это моя жизнь (фильм),1992,США,Нора Эфрон,драма,tt0105577
Это моя вечеринка,1996,США,Рэндал Клайзер,драма,tt0113443
"Это мой парк (фильм, 1985)",1985,США,Стивен Хиллиард Штерн,"драма, боевик",tt0091724
Это мгновение,1968,СССР,Эмиль Лотяну,Нет данных,tt0172405
Это любовь!,неизвестно,США,Ник Валлелонга,романтическая комедия,tt8000124
Это зима,2006,"Иран, Франция",Рафи Питтс,драма,tt0499166
Это жизнь!,1986,США,Блейк Эдвардс,"мелодрама, трагикомедия",tt0092079
Это жизнь,2008,Турция,Реха Эрдем,драма,tt1370212
Это всего лишь конец света,2016,"Канада, Франция",Ксавье Долан,драма,tt4645368
Это всё она,1999,США,Роберт Исков,"мелодрама, комедия",tt0160862
Это было у моря,1989,СССР,Аян Шахмалиева,драма,tt0097299
Это было в Шугле,1955,СССР,Мажит Бегалин,Нет данных,tt0231548
Это было в разведке,1968,СССР,Лев Мирский,военный фильм,tt0314036
Это было в Коканде (фильм),1977,СССР,Учкун Назаров,"исторический, приключенческий, драма",tt5450320
Это было в Донбассе,1945,СССР,"Леонид Луков, Владимир Сухобоков","военный фильм, исторический фильм",tt0037684
Это будут герои,1970,Гонконг,Чжан Чэ,"боевик, драма, исторический фильм",tt0070684
"Это безумный, безумный, безумный, безумный мир",1963,США,Стэнли Крамер,"комедийное, роуд-муви",tt0057193
Это Англия,2006,Великобритания,Шейн Медоуз,драма,tt0480025
Это (фильм),1927,США,Кларенс Баджер,"мелодрама, комедия",tt0018033
Это — Spinal Tap!,1984,США,Роб Райнер,"комедия, музыкальный фильм",tt0088258
Это — катастрофа,2012,США,Тодд Бергер,"комедия, чёрная комедия",tt1995341
Этим утром в Нью-Йорке,2014,США,Фил Олден Робинсон,трагикомедия,tt1294970
Этим летом,2018,США,Бекка Глисон,комедия,tt7284204
Этим вечером ангелы плакали,2008,Россия,"Андрей Волгин, Максим Кондратенко","драма, мелодрама",tt1371624
Этим вечером,2004,Франция,Лор Дютиёль,драма,tt0403347
Эти… три верные карты…,1988,СССР,Александр Орлов,"драма, экранизация",tt0255150
Эти ужасные шляпы,1909,США,Дэвид Уорк Гриффит,комедия,tt0001062
Эти трое,1936,США,Уильям Уайлер,драма,tt0028356
"Эти разные, разные, разные лица…",1971,СССР,"Игорь Ильинский, Юрий Сааков",комедия,tt0322198
"Эти невероятные музыканты, или Новые сновидения Шурика",Нет данных,СССР,Юрий Сааков,"комедия, музыкальный фильм, телефильм",tt6213178
Эти муки любви,1914,США,Чарльз Чаплин,комедия,tt0004693
Эти дни,2016,Италия,Джузеппе Пиччиони,"комедия, драма",tt5784568
Этерна: Часть первая,2022,Россия,Евгений Невский,"фэнтези, драма, приключения",tt15531294
"Этажом выше (фильм, 1937)",1937,Польша,Леон Тристан,комедия,tt0030586
Эта штука под названием любовь,1991,Гонконг,Ли Чи-Нгай,драма,tt0102074
Эта тревожная зима,1975,СССР,Игорь Николаев,киноповесть,tt0322195
Эта проклятая покорность,1970,СССР,Альгирдас Дауса,"драма, мелодрама",tt34201867
Эта прекрасная страна,2005,Израиль,Эял Халфон,драма,tt0468729
Эта опасная дверь на балкон,1976,СССР,Дзидра Ритенберга,молодёжная драма,tt0353426
"Эта минута, этот миг",1981,Чехословакия,Иржи Секвенс,"драма, экранизация",tt0175225
Эта кошмарная Пэт,1994,США,Адам Бернштейн,комедия,tt0110169
Эта земля моя,1943,США,Жан Ренуар,"военный фильм, драма",tt0036431
Эта замечательная жизнь Франца Кафки,1993,Великобритания,Питер Капальди,"короткометражный фильм, комедия, биография",tt0106961
Эта замечательная жизнь,1946,США,Фрэнк Капра,"Фэнтези, Драма, Трагикомедия",tt0038650
Эта дурацкая любовь,2011,США,"Гленн Фикарра, Джон Рекуа","мелодрама, комедия, драма",tt1570728
Эта девушка (фильм),2000,"США, Франция",Санди Зиг,драма,tt0249538
Эта дама в горностае,1948,США,"Эрнст Любич, Отто Премингер","музыкальная, комедия",tt0040869
Эта весёлая планета,1973,СССР,"Юрий Сааков, Юрий Цветков","комедия, фантастика, мюзикл",tt0070042
Эсперанса (фильм),1988,"СССР, Мексика",Серхио Ольхович,"фильм-биография, драма, исторический фильм",tt0095114
Эспен в королевстве троллей,2017,Норвегия,Миккель Бренне Сандемусе,"фэнтези, приключение",tt5628418
Эспен — самый сложный спуск,1993,США,Патрик Хэсбург,"боевик, драма",tt0106315
"Эсмеральда (фильм, 1905)",1905,Франция,"Алис Ги-Блаше, Виктория-Хипполит Джассе",драма,tt0000511
Эскортница (фильм),2023,Россия,Михаил Погосов,"драма, эротика",tt22444780
Эскорт для дам,2007,"Великобритания, США",Пол Шредер,"драма, криминальный фильм, ЛГБТ-фильм, фильм-тайна",tt0783608
Эскобар (фильм),2017,Испания,Леон де Араноа,"биография,, драма",tt4682788
Эскизы углём,1956,Польша,Антоний Богдзевич,драма,tt0051041
Эскиз на мониторе,2001,"Беларусь, Белорусская ССР",Руслан Зголич,драма,tt27119693
Эскадрон гусар летучих,1980,СССР,"Станислав Ростоцкий, Никита Хубов","приключенческий фильм, исторический фильм, военный фильм",tt0174627
Эскадрон (фильм),1992,"Польша, Бельгия, Франция, Украина",Юлиуш Махульский,"драма,, исторический, военный",tt0108273
Эскадрилья № 5,1939,СССР,Абрам Роом,"пропагандистский фильм, псевдо-военный",tt0175596
Эскадрилья 633,1964,Великобритания,Уолтер Грауман,драма,tt0057811
Эскадрилья «Москито»,1969,Великобритания,Борис Сагал,драма,tt0064699
Эскадрилья «Летучая мышь»,1958,ГДР,Эрих Энгель,военный фильм,tt0051651
Эскадрилья «Лафайет»,2006,"США, Великобритания",Тони Билл,"военная, драма, боевик",tt0454824
Эскадра уходит на запад,1965,СССР,"Мирон Билинский, Николай Винграновский","исторический фильм, биографический, приключенческий фильм",tt5036458
ЭСД: Экспериментальный сигнал добра,1986,Польша,Анна Соколовская,"детский фильм, подростковый фильм",tt0092943
Эсав (фильм),2019,"Россия, Израиль, Великобритания",Павел Семёнович Лунгин,драма,tt6458566
Эрудиция (фильм),2012,"Германия, Австралия, Великобритания",Кейт Шортланд,"драма, военный",tt1996310
Эрскинвильские короли,1999,Австралия,Алан Уайт,драма,tt0212936
Эрроусмит (фильм),1931,США,Джон Форд,драма,tt0021622
Эротические ночи живых мертвецов,1980,Италия,Джо д’Амато,"эротический фильм ужасов, пародия",tt0079642
Эрос + убийство,1969,Япония,Ёсисигэ Ёсида,драма,tt0064296
"Эротикон (фильм, 1929)",1929,Чехословакия,Густав Махаты,"мелодрама, драма",tt0019850
Эрос (фильм),2004,"США, Италия, Гонконг, Франция, Люксембург, Великобритания, Китай","Вонг Карвай, Стивен Содерберг, Микеланджело Антониони","драма, эротика",tt0343663
Эроика,1958,Польша,Анджей Мунк,"военный, драма",tt0050359
Эрнст Тельман — сын своего класса,1954,ГДР,Курт Метциг,биографический фильм,tt0046958
Эрнест снова в седле,1993,США,Джон Черри,"комедия, семейный фильм",tt0106827
Эрнест спасает Рождество,1988,США,Джон Черри,"комедия, семейный фильм, фэнтези",tt0095107
Эрнест садится в тюрьму,1990,США,Джон Черри,"комедия, криминальный фильм, семейный фильм",tt0099512
Эрнест в школе,1994,США,Коук Сэмс,"комедия, семейный фильм",tt0109739
Эрнест в лагере,1987,США,Джон Черри,"комедия, семейный фильм",tt0092974
Эрин Брокович (фильм),2000,США,Стивен Содерберг,"драма, байопик",tt0195685
Эркюль и Шерлок против мафии,1996,Франция,Жанно Шварц,"комедия, криминальный фильм",tt0116520
Эрик-викинг,1989,"Великобритания, Швеция",Терри Джонс,"комедия, фэнтези",tt0097289
Эрик (фильм),1989,"США, Канада, Мексика",Майкл Кеннеди,боевик,tt0098027
Эрагон (фильм),2006,"Великобритания, США, Венгрия",Стефан Фангмейер,"боевик, приключенческий фильм, семейный фильм, фэнтези",tt0449010
Эра драконов,2011,США,Райан Литтл,"боевик, фантастический фильм, фэнтези",tt1594917
Эра выживания,2022,"Литва, Франция, Бельгия","Кристина Буожите, Бруно Сампер","научная фантастика, антиутопия, драма",tt20225374
"Эра вампиров (фильм, 2002)",2002,"Гонконг, Япония, Нидерланды",Уэллсон Чин,"комедия, боевик, ужасы, фэнтези",tt0303970
Эпохальное путешествие пана Тржиски в Россию,2011,"Чехия, Россия",Филип Ремунда,документальный,tt3617196
Эпоха синтвейва,2019,"США, Испания",Иван Кастель,документальный фильм,tt9320300
Эпоха невинности,1993,США,Мартин Скорсезе,мелодрама,tt0106226
Эпоха героев,2011,Великобритания,Эдриан Виториа,"боевик, приключенческий фильм, триллер, военный фильм",tt1590950
Эпоха вероломства,1993,США,Кевин Коннор,приключенческий фильм,tt0106227
Эпоха (фильм),2001,США,Мэтт Код,фантастика,tt0233657
Эпилог (фильм),Нет данных,США,Майк Николс,драма,tt0243664
Эпилированные горячим воском байкеры-зомби,1999,США,Майкл Роуш,"фильм ужасов, комедия",tt0160376
Эпизод из жизни сборщика железа,2013,"Босния и Герцеговина, Франция, Италия, Словения",Данис Танович,"драма, документальная фантастика",tt2507592
Эпизод из жизни Дмитрия Донского,1909,Россия,Кай Ганзен,"историческая, драма, короткометражка",tt1774349
Эпидемия: Вирус-32,2022,Аргентина,Густаво Эрнандес,фильм ужасов,tt12298140
Эпидемия одержимости,1999,"Дания, Швеция, Норвегия, Румыния",Андерс Рённов-Кларлунд,"боевик, криминальный фильм, фильм ужасов, мистика, триллер, драма",tt0193763
"Эпидемия (фильм, 2013)",2013,Испания,"Давид Пастор,, Алекс Пастор","научно-фантастический фильм, постапокалиптический фильм",tt1935914
"Эпидемия (фильм, 1995)",1995,США,Вольфганг Петерсен,"фильм-катастрофа, драма",tt0114069
"Эпидемия (фильм, 1987)",1987,Дания,Ларс фон Триер,"драма, триллер, детектив",tt0092972
Эон Флакс,2005,США,Карин Кусама,"фантастика, боевик, постапокалиптика",tt0402022
Эоломея,1972,"СССР, ГДР, Болгария",Герман Чохе,Фантастика,tt0068542
Энтузиазм: Симфония Донбасса,1930,СССР,Дзига Вертов,документальный фильм,tt0021375
Энтузиаст (фильм),1986,США,Рон Ховард,Комедия,tt0091159
Энтропия (фильм),2012,Россия,Мария Саакян,чёрная комедия,tt2649094
Энтони Несчастный,1936,США,Мервин Лерой,приключенческий фильм,tt0027300
Энох Арден (фильм),1911,США,Дэвид Гриффит,мелодрама,tt0003886
Энола Холмс,2020,"США, Великобритания",Гарри Брэдбир,детектив,tt7846844
Энола Холмс 2,2022,"США, Великобритания",Гарри Брэдбир,детектив,tt14641788
Энни: Королевское приключение,1995,США,Иэн Тойнтон,семейный фильм,tt0112374
Энни Холл,1977,США,Вуди Аллен,романтическая комедия,tt0075686
"Энни Оукли (фильм, 1894)",1894,США,Уильям Диксон,вестерн,tt0229220
"Энни Окли (фильм, 1935)",1935,США,Джордж Стивенс,вестерн,tt0026073
"Энни (фильм, 2014)",2014,США,Уилл Глак,"семейный, мюзикл, драма, комедия",tt1823664
"Энигма (фильм, 2001)",2001,"Великобритания, США, Германия, Нидерланды",Майкл Эптед,детектив,tt0157583
Эники-Беники,2025,США,Нет данных,"фильм-триллер, фильм-ограбление",tt15514498
"Энигма (фильм, 1987)",1987,"Италия, Югославия",Лучо Фульчи,Фильм ужасов,tt0092516
Энергия (фильм),1941,США,Рауль Уолш,драма,tt0035034
"Энигма (фильм, 1982)",1982,"Великобритания, Франция",Жанно Шварц,"драма, триллер",tt0083891
